haralick01,haralick02,haralick03,haralick04,haralick05,haralick06,haralick07,haralick08,haralick09,haralick10,haralick11,haralick12,haralick13,area,perimetro,'desvio padrao',mediana,curtose,variância,lacunaridade,'dimensao fractal','sucolaridade de cima para baixo','sucolaridade da direita para a esquerda','sucolaridade de baixo para cima','sucolaridade da esquerda para a direita',lbp1,lbp2,lbp3,lbp4,lbp5,lbp6,lbp7,lbp8,lbp9,lbp10,lbp11,lbp12,lbp13,lbp14,lbp15,lbp16,lbp17,lbp18,lbp19,lbp20,lbp21,lbp22,lbp23,lbp24,lbp25,lbp26,lbp27,lbp28,lbp29,lbp30,lbp31,lbp32,lbp33,lbp34,lbp35,lbp36,lbp37,lbp38,lbp39,lbp40,lbp41,lbp42,lbp43,lbp44,lbp45,lbp46,lbp47,lbp48,lbp49,lbp50,lbp51,lbp52,lbp53,lbp54,lbp55,lbp56,lbp57,lbp58,lbp59,classe
0.000415,179.107103,0.951332,1842.372044,0.146592,262.461685,7190.381074,8.147732,11.637344,0.000261,4.572117,-0.384937,0.997943,3969,252,43.313975,143,-0.417795,0.331411,0.105946,1.577749,0.011565,0.009869,0.01375,0,0.126259,0.071189,0.011417,0.02955,0.040296,0.002686,0.030893,0.077233,0.014103,0.00403,0.001343,0.00403,0.02955,0.003358,0.037609,0.108798,0.042982,0.01276,0.003358,0.002686,0.006044,0,0.004701,0.003358,0.034251,0.002686,0.002686,0.003358,0.076561,0.004701,0.068502,0.051041,0.011417,0.001343,0.000672,0,0.000672,0,0,0.000672,0.000672,0,0,0,0.002015,0.000672,0.001343,0.002686,0.02552,0.002015,0.002015,0.000672,0.002015,0,0.000672,0.002015,0.022834,0.003358,0.004701,George_W_Bush
0.000443,205.108452,0.935145,1583.835834,0.145753,255.503687,6130.234886,8.014397,11.618441,0.000243,4.717715,-0.360454,0.996858,3969,252,40.209515,135,0.436011,0.316073,0.102874,1.728049,0.011061,0.010251,0.012455,0,0.131171,0.042313,0.008463,0.035966,0.035966,0.004937,0.025388,0.068406,0.01481,0.00141,0.000705,0.00141,0.03103,0.002116,0.038787,0.106488,0.046544,0.004937,0.00141,0.004231,0.002116,0.00141,0.00141,0.004231,0.035261,0.004231,0.002821,0.008463,0.074048,0.004231,0.065585,0.057123,0.019746,0.000705,0.002116,0.000705,0.005642,0,0.002116,0.000705,0.000705,0,0,0,0.002116,0,0.00141,0.004937,0.034556,0.000705,0.00141,0,0.006347,0,0.000705,0.00141,0.038082,0.004937,0.003526,George_W_Bush
0.001799,49.352442,0.928852,346.892311,0.255791,169.419287,1338.216802,6.922257,9.950798,0.000544,3.705811,-0.334157,0.989781,3969,252,18.809444,87,3.603273,0.221368,0.105891,0.764386,0,0.000029,0,0,0.118982,0.050894,0.008253,0.025447,0.058459,0.003439,0.013755,0.063961,0.008253,0,0.000688,0.000688,0.024759,0.003439,0.0337,0.12586,0.049519,0.019257,0.002063,0.004127,0.002063,0.000688,0.004127,0.003439,0.033012,0.00619,0.000688,0.008253,0.05227,0.004814,0.096974,0.083219,0.013067,0.002063,0,0.000688,0.002751,0,0.001376,0.004127,0,0,0,0,0.000688,0.000688,0.000688,0.002751,0.022696,0.00619,0,0.001376,0.001376,0.000688,0.000688,0.002751,0.019257,0.002063,0.002751,George_W_Bush
0.000637,197.802662,0.888436,885.765579,0.165845,292.968561,3345.259653,7.617352,11.099519,0.00031,4.479475,-0.337983,0.994187,3969,252,29.59864,152,2.104135,0.202114,0.116486,1.637314,0.017174,0.016452,0.015216,0.016159,0.130919,0.043175,0.016713,0.028552,0.037604,0.002089,0.029248,0.062674,0.010446,0.002786,0.000696,0.002786,0.018802,0.001393,0.047354,0.098189,0.049443,0.016713,0.002786,0.008357,0.006267,0,0.004178,0.005571,0.017409,0.009053,0.003482,0.004178,0.06546,0.001393,0.0961,0.064763,0.011838,0.004875,0.001393,0,0.001393,0,0.000696,0,0,0,0,0,0.002786,0,0.002786,0,0.022284,0.004875,0,0.003482,0.002089,0,0.002089,0.000696,0.043175,0.003482,0.003482,George_W_Bush
0.000567,111.269707,0.941039,943.124772,0.182106,190.913771,3661.229383,7.776014,11.221139,0.000445,4.245181,-0.35721,0.995984,3969,252,30.72856,95,-0.768048,0.321525,0.103611,1.476191,0.000052,0,0,0.001142,0.155765,0.033041,0.011463,0.025624,0.044504,0.002023,0.023601,0.038436,0.020229,0.000674,0,0.001349,0.020904,0.002023,0.045853,0.041133,0.070802,0.015509,0.00472,0.004046,0.002697,0,0.003372,0.007417,0.049899,0.003372,0.002697,0.002023,0.057991,0.005394,0.107889,0.072151,0.020904,0.002023,0.000674,0.001349,0.003372,0,0.000674,0.000674,0.000674,0,0,0,0.001349,0,0,0.000674,0.035064,0.004046,0.002697,0.000674,0.006069,0,0.002023,0.002023,0.033041,0.002023,0.003372,George_W_Bush
0.000924,106.913892,0.957469,1257.291867,0.236583,250.528546,4922.253575,7.850675,10.890214,0.000423,4.078217,-0.425015,0.998494,3969,252,35.585611,120,0.087331,0.283628,0.12362,1.530296,0.005845,0,0.006239,0.002273,0.120552,0.023965,0.004357,0.018155,0.039216,0.003631,0.020334,0.04793,0.011619,0.002179,0,0.002179,0.02687,0.001452,0.034858,0.090777,0.050835,0.008715,0.002905,0.001452,0.004357,0,0.001452,0.002179,0.04793,0.00581,0.001452,0.005084,0.0748,0.003631,0.106754,0.084241,0.016703,0.002179,0,0.000726,0.001452,0,0,0,0.002179,0,0,0,0,0,0.000726,0.001452,0.035585,0.00581,0.001452,0,0.002179,0,0.001452,0.002905,0.071169,0.002179,0.002179,George_W_Bush
0.000474,191.778709,0.925563,1288.737147,0.155164,286.15774,4963.16988,7.99641,11.503229,0.000256,4.579604,-0.366764,0.99697,3969,252,36.004622,149,0.300888,0.251485,0.11232,1.637829,0.012476,0.012095,0.015181,0.015699,0.102651,0.064582,0.008838,0.023114,0.040109,0.00136,0.029912,0.046907,0.008838,0.002719,0.00068,0.002719,0.026513,0,0.039429,0.10605,0.044188,0.011557,0.003399,0.005438,0.006118,0.00136,0.002039,0.00136,0.031271,0.003399,0.003399,0.002719,0.080897,0.002719,0.131203,0.054385,0.014956,0.005438,0,0,0.002039,0.00068,0,0.00068,0,0.00068,0,0,0.00136,0,0.00068,0.003399,0.031271,0.003399,0.00136,0.00068,0.002039,0,0.00136,0.002719,0.032631,0.00136,0.003399,George_W_Bush
0.000385,188.355828,0.965766,2750.14318,0.150155,266.248093,10812.216894,8.35786,11.804105,0.000233,4.666259,-0.406375,0.998743,3969,252,52.359365,140.5,-1.253756,0.393365,0.107409,1.529405,0.010695,0.000408,0.010093,0.006231,0.116485,0.030654,0.012262,0.02248,0.054496,0.000681,0.02861,0.063351,0.008174,0.000681,0.001362,0.000681,0.034741,0.001362,0.036104,0.074932,0.035422,0.009537,0.000681,0.00545,0.004087,0,0.002725,0.001362,0.038828,0.00545,0.004768,0.003406,0.072207,0.002044,0.130109,0.065395,0.014305,0.003406,0.000681,0.002044,0.002725,0,0,0,0.000681,0,0,0,0,0,0.000681,0.000681,0.036785,0.004087,0.002725,0.000681,0.003406,0,0.002044,0.001362,0.048365,0.002725,0.004087,George_W_Bush
0.000432,124.79364,0.948525,1215.391559,0.149696,243.784749,4736.772594,7.991037,11.528706,0.000287,4.423236,-0.362003,0.996742,3969,252,35.355677,123,0.266683,0.290993,0.094732,1.656861,0.006899,0,0.009195,0.005234,0.110054,0.033288,0.005435,0.035326,0.02106,0.002038,0.026495,0.067935,0.012228,0.004076,0.000679,0.001359,0.021739,0.002717,0.057745,0.085598,0.05163,0.008832,0.001359,0.002717,0.001359,0,0,0.006114,0.040761,0.008152,0.001359,0.002038,0.077446,0.004755,0.112772,0.061141,0.005435,0.002717,0.000679,0,0.002038,0,0,0.002717,0.000679,0,0,0,0.000679,0,0.000679,0.001359,0.04144,0.002717,0.002038,0,0.000679,0,0,0.000679,0.0625,0.001359,0.003397,George_W_Bush
0.000342,368.154272,0.91963,2289.183589,0.133915,211.088292,8788.580085,8.240615,11.892713,0.000218,5.029607,-0.369524,0.997612,3969,252,47.721419,118,-0.732519,0.449828,0.106444,1.736341,0.004501,0.004879,0.000054,0.000026,0.14359,0.044231,0.010256,0.019872,0.057051,0.003205,0.025641,0.052564,0.013462,0.004487,0.001282,0.003205,0.027564,0.004487,0.05641,0.148077,0.036538,0.011538,0.005128,0.003846,0.002564,0.001282,0.003846,0.003205,0.029487,0.004487,0.003205,0.001923,0.048718,0.003205,0.058333,0.078846,0.012821,0.002564,0,0.000641,0,0,0,0,0.000641,0,0.000641,0,0.001282,0,0.001282,0.003846,0.021154,0.004487,0.001282,0.001282,0.001923,0,0,0,0.032051,0.001282,0.001282,George_W_Bush
0.000584,168.706728,0.964582,2379.285885,0.18821,272.060733,9348.43681,8.11757,11.32104,0.00033,4.434606,-0.417485,0.998656,3969,252,48.61999,153,0.28024,0.357703,0.118345,1.486091,0.014278,0.010515,0.013075,0,0.107893,0.025344,0.008689,0.02462,0.041999,0,0.034033,0.079652,0.008689,0.001448,0,0.000724,0.023896,0.002896,0.038378,0.14265,0.028965,0.009413,0.001448,0.002896,0.005069,0.000724,0.002896,0.002172,0.021723,0.001448,0.000724,0.002172,0.112962,0.002172,0.088342,0.06517,0.007965,0.001448,0.000724,0.002172,0.003621,0,0.000724,0.002172,0,0,0,0,0.001448,0,0.000724,0.002896,0.028965,0.003621,0.001448,0.002172,0.002896,0,0.000724,0.001448,0.042723,0,0.002896,George_W_Bush
0.000391,226.452323,0.926354,1539.297635,0.139517,282.405905,5930.738217,8.14529,11.731532,0.000198,4.726398,-0.373487,0.997568,3969,252,39.474472,145,0.265328,0.279778,0.10432,1.669168,0.012282,0.01266,0.014234,0.000001,0.090667,0.048667,0.010667,0.040667,0.018,0.002667,0.026667,0.070667,0.008667,0.001333,0,0.001333,0.023333,0.001333,0.055333,0.116667,0.055333,0.014,0.003333,0.002667,0.002667,0,0.002667,0.001333,0.024667,0.005333,0.002,0.005333,0.054667,0.002,0.132667,0.085333,0.012,0.001333,0.001333,0.001333,0,0,0.000667,0.000667,0,0,0,0,0.001333,0,0.001333,0.001333,0.021333,0.001333,0.000667,0.000667,0.001333,0,0,0.001333,0.038,0.001333,0.002,George_W_Bush
0.000393,128.929947,0.963307,1757.845355,0.157056,308.120748,6902.451472,8.231838,11.668694,0.000248,4.41135,-0.399191,0.998442,3969,252,42.070394,161,-0.878699,0.273086,0.107033,1.566683,0.01449,0,0.01364,0.011445,0.086749,0.021175,0.005464,0.032787,0.043033,0.001366,0.030738,0.069672,0.008197,0.001366,0.000683,0.000683,0.030055,0.000683,0.04235,0.074454,0.049863,0.005464,0.001366,0.006148,0.002049,0,0.000683,0.001366,0.031421,0.002732,0.001366,0.002049,0.110656,0.003415,0.141393,0.066257,0.010246,0.000683,0,0,0.000683,0,0,0.001366,0.000683,0,0,0,0,0,0.002732,0.002049,0.034836,0.002049,0.000683,0,0.002049,0,0.001366,0.001366,0.058743,0.001366,0.003415,George_W_Bush
0.000771,84.4241,0.934127,641.320103,0.205491,283.368993,2480.85631,7.461502,10.825794,0.000401,4.078424,-0.336196,0.993218,3969,252,25.382338,146,-0.017244,0.179368,0.108404,1.566709,0.014984,0.01351,0.01557,0,0.127569,0.039688,0.007796,0.024096,0.042523,0.004252,0.025514,0.067328,0.007796,0.000709,0,0.001417,0.022679,0.002835,0.038271,0.100638,0.060241,0.014883,0.004252,0.004252,0.002126,0.000709,0.004252,0.004252,0.034018,0.004961,0.002835,0.003544,0.063076,0.000709,0.085755,0.055989,0.014883,0.002126,0,0.001417,0.003544,0.000709,0.000709,0.001417,0,0,0,0,0.001417,0,0.002126,0.004961,0.034018,0.009213,0.001417,0.002126,0.003544,0,0.000709,0.000709,0.048901,0.003544,0.003544,George_W_Bush
0.000497,184.674446,0.935982,1443.315954,0.162909,172.603503,5588.589372,7.992798,11.542896,0.000326,4.630902,-0.360187,0.996688,0,4,38.248598,94,-0.821495,0.444167,0.10206,1.476798,0.000033,0.000421,0,0,0.119822,0.035054,0.013384,0.036329,0.047164,0.001912,0.038878,0.063098,0.008923,0.001912,0.001275,0.000637,0.036966,0.000637,0.060548,0.116635,0.033142,0.00956,0.002549,0.004461,0.003824,0.001275,0.001912,0.006373,0.016571,0.003187,0.001912,0.004461,0.043977,0.003187,0.09624,0.101976,0.011472,0.000637,0,0.001275,0,0,0.000637,0.003824,0,0,0,0,0.001912,0,0.001275,0.001275,0.021033,0.001912,0.001912,0.000637,0.001275,0,0,0.000637,0.027406,0.003824,0.001275,George_W_Bush
0.000482,177.331048,0.950811,1805.641669,0.152066,274.474726,7045.235628,8.038561,11.487527,0.000273,4.561628,-0.379055,0.997562,3969,252,42.887989,148.5,0.643681,0.313717,0.106506,1.644185,0.01316,0.012385,0.014863,0.000006,0.124542,0.050549,0.011722,0.03956,0.041758,0.001465,0.01978,0.073993,0.009524,0.000733,0.000733,0.004396,0.019048,0.00293,0.052747,0.115751,0.030769,0.008791,0.001465,0.004396,0.002198,0,0.001465,0.001465,0.03663,0.002198,0.002198,0.003663,0.071795,0.003663,0.081319,0.052015,0.011722,0.00293,0,0.000733,0.004396,0,0.000733,0.002198,0.000733,0,0,0,0.004396,0,0.000733,0.001465,0.027839,0.003663,0.002198,0.002198,0.001465,0,0.00293,0,0.05348,0.002198,0.000733,George_W_Bush
0.001489,64.468336,0.923867,423.530081,0.2483,305.987827,1629.651989,7.128289,10.193736,0.000472,3.806023,-0.348877,0.992816,3969,252,20.634208,157,3.091773,0.134794,0.114402,1.410132,0.018921,0.018278,0.017466,0.018067,0.101412,0.043646,0.005135,0.031451,0.030809,0.003851,0.027599,0.088575,0.007702,0.001284,0.000642,0.001926,0.029525,0.001284,0.055199,0.170732,0.030809,0.011553,0.000642,0.004493,0.003209,0,0.005135,0.005135,0.022465,0.006418,0,0.002567,0.078306,0.004493,0.060976,0.081515,0.009628,0.001284,0.000642,0.001926,0.003209,0,0.001284,0.000642,0,0,0,0,0.000642,0,0.000642,0.001926,0.018614,0.001284,0.001926,0.001926,0.003209,0,0.001926,0.000642,0.026316,0.001284,0.002567,George_W_Bush
0.000417,269.697246,0.925551,1817.988405,0.14162,245.655324,7002.256373,8.101308,11.655628,0.00023,4.816944,-0.372333,0.997428,3967,253.656854,43.482349,129,0.827074,0.355864,0.108785,1.791354,0.005858,0,0.007679,0.000949,0.102755,0.078928,0.008935,0.032762,0.014892,0,0.024572,0.084885,0.007446,0.000745,0,0.004468,0.018615,0.002978,0.041698,0.15041,0.034996,0.008191,0.002978,0.002234,0.002234,0,0.001489,0.002234,0.033507,0.005957,0.000745,0.002978,0.057334,0.003723,0.086374,0.069993,0.006701,0.005212,0.001489,0.001489,0.000745,0,0.000745,0.000745,0.000745,0,0,0,0.001489,0,0.001489,0.001489,0.015637,0.002234,0.002978,0.000745,0.000745,0,0.005212,0.001489,0.05659,0.002234,0.000745,George_W_Bush
0.000553,186.78047,0.925518,1257.193754,0.15701,219.21236,4841.994547,7.760319,11.283192,0.000307,4.517942,-0.345685,0.995252,3969,252,36.047836,117,1.181326,0.3307,0.105206,1.695205,0.000549,0,0.002836,0,0.173139,0.049353,0.013754,0.036408,0.047735,0.003236,0.032362,0.08657,0.013754,0.002427,0,0.001618,0.019417,0.003236,0.02589,0.063107,0.050971,0.015372,0.001618,0.003236,0.004045,0,0.004045,0.004854,0.022654,0.005663,0.005663,0.005663,0.059871,0.004045,0.044498,0.040453,0.019417,0.001618,0.000809,0,0.004045,0,0.000809,0.002427,0.000809,0,0.000809,0,0.003236,0,0.001618,0.002427,0.030744,0.005663,0.002427,0.002427,0.000809,0.000809,0.000809,0.000809,0.063916,0.004045,0.004854,George_W_Bush
0.000568,152.196478,0.904194,798.807494,0.145118,350.951775,3043.033496,7.486302,11.154632,0.000252,4.445298,-0.301296,0.989904,3969,252,29.059556,178,6.698981,0.16621,0.10814,1.190839,0.019372,0.019674,0.019916,0.019707,0.201895,0.047376,0.021137,0.039359,0.045918,0.00656,0.03207,0.063411,0.01895,0.002915,0.002915,0.002915,0.017493,0.003644,0.020408,0.048834,0.048105,0.008746,0.003644,0.002915,0.002915,0,0.000729,0.007289,0.032799,0.003644,0.008017,0.005831,0.058309,0.005102,0.055394,0.036443,0.017493,0.005102,0.003644,0.000729,0.002915,0,0.001458,0.000729,0,0,0,0.000729,0.003644,0.000729,0,0.001458,0.033528,0.008017,0.003644,0.002915,0.005102,0,0.002915,0.000729,0.039359,0.002915,0.00656,George_W_Bush
0.000393,203.040877,0.914247,1183.605793,0.139928,274.17594,4531.382294,8.000968,11.679461,0.000246,4.658461,-0.347258,0.996113,3969,252,34.39235,137,-0.476477,0.251198,0.105826,1.692034,0.010093,0.009271,0.012886,0,0.135211,0.058451,0.014085,0.029577,0.038732,0.001408,0.023944,0.048592,0.011972,0.002113,0.000704,0.002113,0.035915,0.003521,0.047887,0.130986,0.03662,0.016197,0.004225,0.006338,0.002817,0.001408,0.001408,0.003521,0.021831,0.002113,0.000704,0.00493,0.055634,0.002113,0.076761,0.06338,0.016901,0.000704,0,0.000704,0.002113,0,0.000704,0.001408,0,0,0,0,0,0,0,0.002113,0.026761,0.002817,0,0.002113,0.002817,0.000704,0.000704,0.001408,0.046479,0.002817,0.003521,George_W_Bush
0.00074,202.420887,0.965759,2967.732868,0.197477,321.41734,11668.510587,7.89762,11.092044,0.000308,4.430752,-0.402889,0.998056,3969,252,55.411543,179,1.718502,0.346219,0.121354,1.44164,0.015859,0.014718,0.017726,0,0.14718,0.061898,0.022696,0.038514,0.02751,0.002751,0.033012,0.070839,0.009629,0.000688,0.001376,0.002751,0.024759,0.002751,0.041953,0.100413,0.02751,0.013755,0.00619,0.003439,0.004127,0.000688,0.002063,0.008941,0.033012,0,0.004814,0.002751,0.055021,0.002751,0.081155,0.069464,0.019945,0.004127,0.000688,0,0.002063,0.000688,0.001376,0.002063,0,0,0,0.000688,0.002751,0,0.002751,0.001376,0.017194,0.002751,0.000688,0,0.004814,0.000688,0.001376,0.001376,0.023384,0.002751,0.002063,Gerhard_Schroeder
0.00045,184.316955,0.960943,2364.695485,0.172413,316.857398,9274.464983,8.27246,11.555695,0.00027,4.476192,-0.42241,0.998901,3969,252,49.14255,169,0.803161,0.310898,0.118501,1.481567,0.015244,0.013968,0.017092,0,0.08642,0.038889,0.008642,0.030247,0.026543,0.001852,0.03642,0.07284,0.004321,0.002469,0.001235,0.001235,0.017284,0.001852,0.07284,0.148148,0.03642,0.004938,0.004321,0.002469,0.003704,0,0.002469,0.004938,0.02037,0.00679,0,0.003704,0.069136,0.003704,0.12037,0.097531,0.008642,0.002469,0,0,0,0.000617,0,0,0,0,0,0,0.000617,0,0.000617,0.001852,0.019753,0.001852,0.001235,0.001235,0.002469,0,0.000617,0,0.023457,0.001852,0.000617,Gerhard_Schroeder
0.000354,216.28223,0.928978,1523.810097,0.121491,298.350214,5878.958159,8.137077,11.802828,0.000203,4.784694,-0.358405,0.996957,3969,252,39.158939,155,-0.597552,0.262989,0.10336,1.692444,0.012863,0.01354,0.014929,0.014427,0.093689,0.046194,0.011711,0.02147,0.024723,0.002602,0.02147,0.07417,0.005205,0.001301,0.001301,0.000651,0.018217,0.000651,0.076773,0.15745,0.03188,0.008458,0.001952,0.000651,0.001952,0,0.001301,0.001301,0.020169,0.003904,0.000651,0.002602,0.069616,0.001301,0.1054,0.090436,0.015615,0.002602,0,0,0.001952,0,0,0.001301,0,0,0,0,0,0,0.001301,0.001952,0.029928,0.003904,0,0.001952,0.004554,0,0.001301,0.001301,0.027326,0.002602,0.003253,Gerhard_Schroeder
0.0005,140.040085,0.971258,2436.068491,0.177831,268.214295,9604.233879,8.313532,11.612838,0.000249,4.460419,-0.424304,0.998998,3969,252,49.338268,122,-1.023619,0.367463,0.112394,1.495163,0.008016,0.004067,0.008664,0,0.113269,0.043689,0.009709,0.059871,0.044498,0.001618,0.033981,0.115696,0.014563,0.002427,0,0.003236,0.035599,0.004045,0.023463,0.183657,0.02589,0.004854,0.002427,0.006472,0.001618,0.000809,0.001618,0.004854,0.027508,0.004045,0.000809,0,0.044498,0.001618,0.057443,0.054207,0.004045,0.001618,0,0.001618,0.001618,0,0.001618,0,0,0,0,0,0.001618,0,0.000809,0.000809,0.012945,0.004045,0,0,0.000809,0,0.002427,0,0.03479,0.001618,0.001618,Gerhard_Schroeder
0.00059,114.457689,0.949299,1131.207238,0.17043,161.258006,4410.371265,7.726778,11.249165,0.000261,4.326629,-0.34312,0.995023,3969,252,33.990704,78,0.965975,0.419269,0.105606,1.310329,0.000011,0.000006,0.000026,0.000027,0.111183,0.028278,0.014781,0.033419,0.03599,0.002571,0.024422,0.044987,0.013496,0.001285,0,0.000643,0.034704,0.000643,0.04563,0.08419,0.03856,0.012211,0.005141,0.003213,0.001928,0,0.003856,0.004499,0.041774,0.004499,0.002571,0.003213,0.071337,0.001928,0.142031,0.065553,0.007712,0.003856,0.001928,0.001928,0.001285,0,0.000643,0,0.001285,0.000643,0,0,0.001285,0,0.002571,0.001928,0.027635,0.003213,0.001285,0.002571,0.001928,0,0.003213,0.001928,0.051414,0.000643,0.002571,Gerhard_Schroeder
0.00033,201.593134,0.934067,1529.367763,0.12524,220.872666,5915.877917,8.193146,11.869272,0.000214,4.727464,-0.364744,0.997354,3969,252,39.138813,109,-0.599542,0.352947,0.100481,1.631215,0.003355,0.000029,0.000007,0.003413,0.101614,0.030484,0.006575,0.024507,0.032875,0,0.023909,0.051405,0.006575,0.001793,0,0.002989,0.020921,0.000598,0.056784,0.09205,0.054991,0.017334,0.003586,0.000598,0.000598,0,0.002391,0.003586,0.030484,0.003586,0.000598,0.002391,0.066946,0.001793,0.182905,0.074118,0.013748,0.004184,0.000598,0.000598,0.002989,0,0.000598,0.001793,0.000598,0,0,0,0.002989,0,0.001195,0.002989,0.03168,0.001793,0.000598,0.000598,0.001793,0.000598,0.002391,0.000598,0.023909,0.001793,0.002989,Gerhard_Schroeder
0.000494,249.891435,0.927461,1724.604025,0.15296,249.646935,6648.524665,8.176401,11.690553,0.000218,4.824539,-0.383187,0.997971,3969,252,41.673915,127,0.340573,0.334233,0.108494,1.753817,0.006165,0,0.010837,0.008743,0.10991,0.039039,0.009009,0.022823,0.024024,0.001802,0.033634,0.06967,0.013213,0.003003,0.000601,0.001201,0.026426,0.002402,0.059459,0.168769,0.034234,0.006607,0.002402,0.002402,0.006006,0.001201,0.001201,0.002402,0.024625,0.001802,0.001802,0.000601,0.05045,0.006006,0.082883,0.087087,0.016817,0.004805,0.000601,0.000601,0.001201,0,0,0.001201,0.000601,0,0,0,0.000601,0,0.001201,0.004204,0.026426,0.002402,0.000601,0.002402,0.004204,0,0.001201,0,0.031832,0.001802,0.000601,Gerhard_Schroeder
0.000343,226.304823,0.936715,1788.912133,0.135136,282.499648,6929.34371,8.266748,11.859613,0.000188,4.783305,-0.382948,0.998112,3969,252,42.492766,141,-0.619463,0.299891,0.103242,1.698584,0.009166,0.006435,0.011213,0.00003,0.150666,0.065872,0.011212,0.044849,0.038542,0.010512,0.033637,0.096006,0.017519,0.003504,0,0.002803,0.032235,0.002102,0.044849,0.121934,0.028732,0.010512,0.000701,0.003504,0.005606,0.000701,0.000701,0.005606,0.025929,0.004905,0,0.007708,0.028732,0.001402,0.06377,0.07288,0.008409,0.004905,0.001402,0.000701,0.000701,0,0,0.001402,0,0,0,0,0,0,0.001402,0.000701,0.013315,0.002803,0.000701,0.001402,0.002803,0,0.002102,0.002102,0.014716,0.001402,0.001402,Gerhard_Schroeder
0.000528,136.228081,0.902403,697.890719,0.159415,191.33708,2655.334795,7.627257,11.268526,0.000368,4.381966,-0.316941,0.992344,3969,252,26.452203,97,-0.501927,0.276027,0.098029,1.476798,0.000143,0,0,0.00045,0.143135,0.039508,0.010363,0.025907,0.042098,0.003886,0.01943,0.034974,0.010363,0.001295,0.001295,0.001295,0.016192,0.001943,0.045984,0.071891,0.044689,0.006477,0.001943,0.003886,0.005181,0.000648,0.001295,0.004534,0.032383,0.004534,0.002591,0.005181,0.083549,0.004534,0.145725,0.05829,0.020078,0.003886,0.002591,0.001295,0.004534,0,0,0.001295,0,0,0,0.000648,0.001295,0,0.000648,0.000648,0.036269,0.001943,0.001295,0.000648,0.003886,0.001295,0,0.001295,0.03886,0.001295,0.001295,Gerhard_Schroeder
0.000613,102.48119,0.941424,877.778573,0.18238,298.757389,3408.6331,7.631034,11.075628,0.00028,4.197541,-0.344957,0.994675,3969,252,30.142298,153,3.003144,0.201784,0.108694,1.62111,0.016504,0.017528,0.016177,0.015211,0.120924,0.037364,0.008152,0.033288,0.013587,0.002038,0.023777,0.065897,0.011549,0.002038,0.000679,0,0.023777,0.000679,0.055027,0.095788,0.038043,0.01087,0.002717,0.004076,0.002038,0,0.001359,0.002717,0.043478,0.004076,0.001359,0.004755,0.074049,0.003397,0.10462,0.063859,0.016304,0.002717,0.000679,0,0.004076,0,0,0.002038,0.001359,0,0,0,0.002038,0.000679,0.000679,0.001359,0.042799,0.002717,0.002038,0.000679,0.004076,0,0.002717,0.001359,0.046875,0.004076,0.004755,Gerhard_Schroeder
0.000458,126.619022,0.978752,2980.244851,0.190596,230.744396,11794.360383,8.387965,11.587507,0.000322,4.355554,-0.441825,0.999271,3969,252,54.676666,125,-1.056085,0.475095,0.110235,1.530451,0.004979,0.006699,0.000276,0,0.099649,0.042807,0.010526,0.051228,0.031579,0.004211,0.026667,0.104561,0.008421,0.002807,0,0.002807,0.025263,0.001404,0.046316,0.161404,0.025965,0.005614,0.002807,0.004211,0.000702,0.000702,0.001404,0.004211,0.032281,0.002105,0.002105,0.002105,0.072982,0.004211,0.075088,0.054035,0.007719,0.002807,0.000702,0.002105,0.000702,0,0.000702,0.002807,0.000702,0,0,0.001404,0.000702,0,0.000702,0.002105,0.016842,0.002105,0,0,0.000702,0,0,0.000702,0.044912,0,0.001404,Gerhard_Schroeder
0.000368,255.484068,0.921475,1629.405433,0.139507,300.758007,6262.137662,8.135894,11.790122,0.000207,4.813205,-0.362594,0.997149,3969,252,40.73521,155,-0.529429,0.271318,0.108447,1.650458,0.015205,0,0.014817,0.013472,0.104342,0.04083,0.009721,0.022035,0.017498,0.001944,0.020739,0.077771,0.007129,0.001944,0,0.001296,0.018795,0.002592,0.064161,0.124433,0.037589,0.01361,0.002592,0.002592,0.001296,0,0.001944,0.00324,0.035645,0.002592,0.004537,0.00324,0.067401,0.001944,0.127025,0.080363,0.01361,0.002592,0.000648,0.001296,0.002592,0,0.000648,0,0,0,0,0,0,0,0,0.000648,0.023979,0.005185,0.000648,0.000648,0.000648,0.000648,0.001296,0,0.034349,0.004537,0.005185,Gerhard_Schroeder
0.000328,186.166216,0.937496,1491.718893,0.115097,182.064354,5780.709358,8.177861,11.873788,0.000213,4.71144,-0.358601,0.996991,3969,252,38.913371,91,-0.491307,0.425324,0.096973,1.607201,0.000097,0.00012,0.000006,0.000325,0.071976,0.058997,0.00649,0.033628,0.033038,0.00059,0.033038,0.064307,0.014749,0.00177,0.00059,0.00059,0.023599,0.00118,0.080826,0.106785,0.058997,0.015339,0.00118,0.00236,0.00118,0,0.00059,0.00236,0.028909,0.00295,0.00118,0.00472,0.044838,0.00236,0.147493,0.097345,0.00649,0.00118,0,0.00177,0,0.00059,0,0.00177,0,0,0,0,0.00059,0,0,0.00236,0.015929,0.00177,0.00177,0.00236,0,0,0.00177,0.00059,0.014159,0,0.00295,Gerhard_Schroeder
