haralick01,haralick02,haralick03,haralick04,haralick05,haralick06,haralick07,haralick08,haralick09,haralick10,haralick11,haralick12,haralick13,area,perimetro,'desvio padrao',mediana,curtose,variância,lacunaridade,'dimensao fractal','sucolaridade de cima para baixo','sucolaridade da direita para a esquerda','sucolaridade de baixo para cima','sucolaridade da esquerda para a direita',lbp1,lbp2,lbp3,lbp4,lbp5,lbp6,lbp7,lbp8,lbp9,lbp10,lbp11,lbp12,lbp13,lbp14,lbp15,lbp16,lbp17,lbp18,lbp19,lbp20,lbp21,lbp22,lbp23,lbp24,lbp25,lbp26,lbp27,lbp28,lbp29,lbp30,lbp31,lbp32,lbp33,lbp34,lbp35,lbp36,lbp37,lbp38,lbp39,lbp40,lbp41,lbp42,lbp43,lbp44,lbp45,lbp46,lbp47,lbp48,lbp49,lbp50,lbp51,lbp52,lbp53,lbp54,lbp55,lbp56,lbp57,lbp58,lbp59,classe
0.000598,140.746763,0.884352,608.612015,0.158839,258.34171,2293.701298,7.529687,11.156219,0.000292,4.407701,-0.308807,0.991042,3969,252,24.694333,131,0.439587,0.191551,0.103096,1.775873,0.008109,0.000756,0.000002,0.00598,0.126226,0.047744,0.016351,0.040549,0.039895,0.003924,0.038587,0.073905,0.012426,0.000654,0,0.001962,0.030085,0.002616,0.043165,0.087639,0.038587,0.007194,0.001962,0.00327,0.002616,0,0.001962,0.00654,0.030085,0.007194,0.000654,0.003924,0.085677,0.003924,0.085023,0.047744,0.011772,0.001962,0.001308,0,0.000654,0,0.000654,0.000654,0.001308,0,0,0,0.000654,0,0.002616,0.001308,0.028777,0.001308,0.000654,0.001308,0.001308,0.000654,0.000654,0.001308,0.042511,0.001962,0.004578,Colin_Powell
0.000378,201.18247,0.94319,1772.896972,0.138142,220.170632,6890.405419,8.243042,11.788852,0.000212,4.716389,-0.386194,0.998144,3969,252,42.361947,111,-0.040325,0.385995,0.10138,1.647339,0.00018,0,0,0.001974,0.105686,0.042645,0.012979,0.027194,0.027812,0.001854,0.02534,0.073548,0.013597,0.004326,0.002472,0.001236,0.021014,0.005562,0.07293,0.145241,0.043881,0.011125,0.001236,0.001236,0.000618,0,0.001854,0.001236,0.027194,0.001854,0.001854,0.001854,0.057478,0.002472,0.113103,0.074166,0.009271,0,0.001236,0,0.001854,0,0.000618,0.001236,0.001854,0,0,0,0.001236,0,0.001854,0.001854,0.02225,0.001854,0,0.000618,0.001854,0,0,0.001854,0.02225,0.001236,0.002472,Colin_Powell
0.000432,210.051608,0.931641,1538.137412,0.146742,259.360281,5942.498041,8.053344,11.633778,0.000253,4.692287,-0.365473,0.997116,3969,252,39.524375,139,0.368067,0.305474,0.104109,1.715108,0.010361,0,0.00005,0.009215,0.113383,0.041512,0.012392,0.026022,0.033457,0.003098,0.026022,0.079306,0.009294,0.002478,0.001239,0.001239,0.035936,0.001859,0.056382,0.115861,0.035316,0.008055,0,0.001239,0.002478,0,0.004957,0.001859,0.024164,0.004337,0.001859,0.002478,0.065675,0.005576,0.105948,0.078067,0.01487,0.001859,0,0,0.003717,0,0.00062,0.002478,0,0,0,0.00062,0.003098,0,0,0.001239,0.027261,0.003717,0.001859,0.001239,0.001239,0,0.001859,0.001859,0.026642,0.001859,0.002478,Colin_Powell
0.000311,473.97097,0.874357,1887.162528,0.111899,277.513407,7074.67914,8.212281,11.986305,0.000168,5.192271,-0.356666,0.99715,3969,252,43.467663,145,-0.121728,0.313683,0.104752,1.747618,0.012499,0.014571,0.000021,0.011333,0.128507,0.032548,0.014029,0.020202,0.021324,0.005051,0.026375,0.057239,0.013468,0.002806,0.000561,0.001684,0.021886,0.001122,0.060045,0.098765,0.04826,0.007856,0.003928,0.002806,0.002806,0.001684,0.004489,0.004489,0.01908,0.004489,0.003367,0.005612,0.065657,0.005051,0.142536,0.065095,0.015152,0.003367,0.001122,0.001122,0.002245,0,0.001684,0.001122,0,0,0,0,0.001684,0,0.001122,0.001684,0.025253,0.004489,0.001122,0.000561,0.003928,0,0.000561,0.001122,0.035915,0.001122,0.002806,Colin_Powell
0.000344,196.880414,0.930901,1427.822005,0.120873,233.672734,5514.407606,8.1396,11.839746,0.000223,4.744419,-0.356099,0.996715,3969,252,38.023016,118,-0.441207,0.324535,0.093741,1.720354,0.004061,0.007066,0,0.005636,0.082065,0.054348,0.004891,0.021739,0.022826,0.002174,0.016848,0.05,0.009239,0.001087,0,0.003804,0.028261,0.001087,0.057065,0.197283,0.045109,0.016848,0.002174,0.006522,0.001087,0,0.001087,0.002717,0.030435,0.003804,0.003261,0.003261,0.036413,0.000543,0.155978,0.074457,0.01087,0.002717,0,0.000543,0,0,0.000543,0.000543,0,0,0,0,0.000543,0.000543,0.00163,0.00163,0.014674,0.005978,0,0.000543,0.001087,0,0,0,0.021196,0,0.000543,Colin_Powell
0.000497,124.781206,0.927213,858.418863,0.154814,281.659841,3308.894246,7.790808,11.400192,0.000277,4.41295,-0.336013,0.994624,3969,252,29.418708,140,-0.202121,0.209093,0.099744,1.725074,0.012788,0.011981,0.013459,0.014223,0.107348,0.055591,0.007668,0.033227,0.030671,0.002556,0.02492,0.088818,0.007668,0.002556,0.000639,0.002556,0.021086,0.001278,0.058786,0.148882,0.038978,0.021086,0.001917,0.001278,0.001278,0.000639,0.001278,0.005751,0.026198,0.003834,0.001278,0.002556,0.059425,0.001917,0.103514,0.063898,0.007029,0.001278,0,0.000639,0.001917,0,0.000639,0.000639,0,0,0,0,0.000639,0,0.000639,0.000639,0.023642,0,0,0.003834,0.001917,0.000639,0.001278,0.001917,0.020447,0.000639,0.002556,Colin_Powell
0.000698,171.294346,0.868401,651.268181,0.178325,303.163411,2433.778379,7.525681,11.063578,0.000282,4.457426,-0.323694,0.992667,3969,252,25.604065,155,1.625202,0.16889,0.110664,1.649185,0.017234,0.016306,0.014945,0.015934,0.135081,0.043011,0.016129,0.03293,0.035618,0.006048,0.041667,0.094086,0.00672,0.000672,0.000672,0.002016,0.03293,0.001344,0.052419,0.099462,0.034274,0.007392,0.00336,0.004032,0.00336,0,0.002688,0.006048,0.027554,0.004032,0.002016,0.00336,0.075941,0.002688,0.075941,0.049731,0.011425,0,0.000672,0.002016,0,0,0.000672,0.004032,0.000672,0,0,0,0.001344,0,0.000672,0.001344,0.02957,0.002016,0.001344,0.000672,0,0,0.000672,0.000672,0.03293,0.002016,0.004032,Colin_Powell
0.000665,88.572287,0.921853,566.911376,0.176768,279.660287,2179.073219,7.497644,11.01219,0.000351,4.170967,-0.319197,0.991622,3969,252,23.87592,140,-0.108849,0.17098,0.099836,1.777266,0.01446,0.015327,0.013979,0.013345,0.084151,0.030856,0.002805,0.021739,0.02244,0,0.025947,0.084853,0.007714,0.000701,0.001403,0.001403,0.028752,0.002805,0.062412,0.138149,0.032959,0.007714,0.001403,0.00561,0,0,0.000701,0.004208,0.028752,0.001403,0.002805,0.002805,0.088359,0.004208,0.136746,0.056802,0.004208,0.003506,0,0.000701,0,0,0,0.002104,0.000701,0,0,0,0.000701,0,0,0.000701,0.040673,0.004909,0.002104,0.004909,0.000701,0,0,0.002104,0.037868,0.000701,0.002805,Colin_Powell
0.000747,83.306936,0.90811,453.842297,0.174921,236.481136,1732.062251,7.332528,10.843227,0.000408,4.112466,-0.304024,0.988876,3969,252,21.475374,117,0.255963,0.182042,0.099323,1.687101,0.000928,0.000654,0,0.000499,0.112474,0.04908,0.010907,0.015678,0.02863,0.002727,0.026585,0.079073,0.01227,0.001363,0.000682,0.004772,0.031357,0.00409,0.047035,0.117928,0.02863,0.006817,0,0.001363,0.00409,0.001363,0,0.005453,0.042263,0.00409,0.000682,0,0.095433,0.004772,0.092025,0.043626,0.010907,0.002045,0.000682,0.001363,0.000682,0,0.001363,0.003408,0.000682,0,0,0.000682,0.000682,0,0.000682,0.001363,0.036128,0.003408,0.000682,0.000682,0.002727,0.000682,0.001363,0.001363,0.047035,0.003408,0.002727,Colin_Powell
0.00069,122.895717,0.946066,1144.074893,0.186254,256.761464,4453.403853,7.581267,10.998159,0.000368,4.288769,-0.345672,0.994585,3969,252,34.454113,134,4.151136,0.269324,0.112184,1.761295,0.010685,0.010831,0.011741,0.011653,0.102041,0.034985,0.009475,0.043732,0.035714,0.004373,0.029155,0.076531,0.014577,0,0.001458,0.000729,0.029155,0.002187,0.04519,0.106414,0.037172,0.005831,0.001458,0.002915,0.004373,0,0.004373,0.002915,0.02551,0.005102,0.001458,0.002915,0.090379,0.002915,0.10277,0.072886,0.01312,0.000729,0,0.000729,0.000729,0,0.001458,0,0,0,0,0,0.000729,0,0.001458,0.000729,0.033528,0.002187,0.000729,0.003644,0.002187,0,0.000729,0.001458,0.03207,0.002187,0.002915,Colin_Powell
0.000395,217.414869,0.922617,1407.511552,0.136002,254.192371,5412.631339,8.112074,11.717133,0.00021,4.741057,-0.371797,0.997512,3969,252,37.903456,127,0.2789,0.299001,0.102195,1.751015,0.007563,0.009379,0,0.010448,0.118644,0.052058,0.012712,0.024213,0.030872,0.003632,0.021186,0.075061,0.011501,0.003027,0.003632,0.001816,0.01937,0.004237,0.072639,0.130751,0.035714,0.009685,0.004237,0.001211,0.003027,0,0.004843,0.004843,0.013317,0.001816,0.004843,0.003632,0.051453,0.004237,0.122276,0.075061,0.009685,0.004237,0,0.000605,0.001211,0.000605,0.001816,0.001211,0.001211,0,0,0,0.000605,0,0.002421,0.001211,0.015133,0.006053,0,0.000605,0.000605,0,0.001211,0.000605,0.023002,0,0.002421,Colin_Powell
0.000556,140.599936,0.960851,1800.775719,0.160999,311.029381,7062.502941,7.920691,11.374834,0.000255,4.505376,-0.370006,0.996999,3969,252,43.072372,168,1.608333,0.277562,0.106778,1.565827,0.015234,0.013906,0.016691,0.018287,0.143522,0.065167,0.021722,0.049651,0.032583,0.005431,0.028704,0.088441,0.00931,0.001552,0,0.000776,0.022498,0.000776,0.036462,0.065167,0.041117,0.00931,0.003879,0.007758,0.001552,0.000776,0.003103,0.007758,0.027929,0.001552,0.002327,0.004655,0.069822,0.006206,0.103181,0.041117,0.012413,0.004655,0,0.001552,0,0,0.002327,0.001552,0,0,0,0,0.000776,0,0.000776,0.001552,0.026377,0.007758,0.003103,0.002327,0.003103,0,0.000776,0.000776,0.02405,0.001552,0.000776,Colin_Powell
0.000388,260.387825,0.862824,950.473343,0.110001,345.087297,3541.505547,7.787367,11.669614,0.000174,4.894031,-0.302549,0.991726,3969,252,31.120619,175,2.227884,0.180583,0.101954,1.476798,0.019117,0.01884,0.018573,0.018893,0.138146,0.044804,0.009956,0.041693,0.02738,0.003734,0.024891,0.055383,0.018668,0.002489,0.000622,0.003111,0.029869,0.006845,0.054138,0.099564,0.048538,0.006845,0.0056,0.000622,0.003111,0,0.003111,0.003734,0.031736,0.004978,0.003111,0.002489,0.052894,0.003111,0.108899,0.064095,0.01369,0.001867,0,0.001867,0.001245,0.000622,0,0.001867,0,0,0,0,0.001245,0,0.001245,0.002489,0.032358,0.003734,0.001245,0.003111,0.001867,0.000622,0.000622,0.001867,0.014935,0.004356,0.004978,Colin_Powell
0.00039,284.855136,0.908455,1556.405983,0.128029,299.257603,5940.768794,8.084619,11.735406,0.0002,4.882848,-0.358546,0.99693,3969,252,39.427995,159,0.110563,0.26343,0.107847,1.666178,0.01409,0.013117,0.015351,0.016629,0.153694,0.05277,0.007256,0.032982,0.038259,0.005937,0.031003,0.078496,0.013852,0.004617,0,0.002639,0.029024,0.001979,0.038918,0.117414,0.038918,0.013193,0.004617,0.003958,0.00066,0.001979,0.001319,0.002639,0.024406,0.002639,0.003298,0.003958,0.037599,0.001319,0.100923,0.050792,0.015831,0.005937,0,0.00066,0,0,0,0.001319,0.00066,0,0,0,0.001979,0,0.001319,0.00066,0.025066,0.001979,0.00066,0.003298,0.002639,0,0,0.001319,0.032322,0.001979,0.001319,Donald_Rumsfeld
0.000396,210.275019,0.924284,1390.193476,0.138346,211.711686,5350.498884,8.0602,11.720917,0.000238,4.748384,-0.353409,0.996586,3969,252,37.495037,110,-0.729815,0.354562,0.104195,1.708068,0.003144,0,0.000008,0.003323,0.131158,0.037748,0.021753,0.028151,0.040307,0.00064,0.037748,0.046705,0.010877,0.002559,0,0.00064,0.028791,0.001919,0.053743,0.060141,0.058861,0.011516,0.003839,0.004479,0.007038,0.00064,0.001919,0.003839,0.033909,0.006398,0.003199,0.003199,0.072937,0.005118,0.111964,0.06142,0.013436,0.002559,0.001919,0.00064,0.00128,0,0.002559,0,0.00128,0,0,0,0.003199,0,0.00064,0.00064,0.03007,0.003199,0.001919,0.00064,0.00128,0,0.00064,0.00064,0.035189,0.001919,0.003199,Donald_Rumsfeld
0.000319,258.460984,0.925615,1740.947978,0.110663,181.26485,6705.330927,8.196673,11.905073,0.000176,4.845174,-0.362749,0.997323,3969,252,42.132581,86,0.798772,0.461784,0.099611,1.51322,0.000101,0.000758,0.000028,0.000049,0.098985,0.053934,0.008883,0.022208,0.02665,0.003173,0.025381,0.073604,0.019036,0.001269,0.001269,0.005711,0.024746,0.003807,0.061548,0.145305,0.056472,0.022208,0.000635,0.003807,0.000635,0.000635,0.001269,0.002538,0.027919,0.003173,0,0.001269,0.044416,0.001904,0.111041,0.071066,0.009518,0.001904,0,0.000635,0.000635,0,0.001904,0.000635,0.000635,0,0,0,0.002538,0,0,0.001269,0.016497,0.001269,0,0,0.001269,0,0.001904,0.000635,0.031091,0.001904,0.001269,Donald_Rumsfeld
0.00061,262.378733,0.88632,1154.254718,0.149093,323.572455,4354.64014,7.67088,11.222096,0.000243,4.713101,-0.33319,0.994092,3969,252,33.930995,170,2.564967,0.209696,0.114878,1.49542,0.017944,0.01792,0.017478,0.017438,0.129962,0.046735,0.010243,0.020487,0.028809,0.001921,0.035851,0.052497,0.016645,0.006402,0.00128,0.001921,0.035851,0.003201,0.049936,0.103713,0.054417,0.010883,0.00128,0.002561,0.00128,0.00064,0.002561,0.005762,0.022407,0.004481,0.002561,0.003201,0.06146,0.004481,0.079385,0.082586,0.019846,0.00128,0,0.001921,0.00128,0,0.00064,0.00128,0,0,0,0,0.00128,0,0.001921,0,0.036492,0.00064,0.00064,0,0.003201,0,0.001921,0.003201,0.033931,0.002561,0.002561,Donald_Rumsfeld
0.000815,94.782117,0.934443,725.497835,0.184044,366.821823,2807.209225,7.356215,10.770791,0.000313,4.163554,-0.322702,0.991462,3969,252,27.493617,187,6.518497,0.150085,0.107643,1.004939,0.019147,0.019213,0.020016,0.020181,0.146958,0.043746,0.009569,0.030075,0.017088,0.005468,0.023923,0.080656,0.010253,0,0.002051,0.002734,0.030759,0.005468,0.041012,0.103896,0.053999,0.013671,0.003418,0.006835,0.005468,0.000684,0.002734,0.004101,0.035543,0.008202,0.002734,0.003418,0.060834,0.005468,0.068353,0.056733,0.01162,0.002051,0.000684,0.002051,0.000684,0,0.000684,0.002051,0.001367,0,0,0,0,0,0,0.004101,0.032809,0.008886,0.002734,0.002051,0.002051,0,0.002051,0,0.029392,0.004101,0.004785,Donald_Rumsfeld
0.000533,179.096279,0.877882,734.654893,0.146718,299.65386,2759.523294,7.59417,11.336425,0.00022,4.632022,-0.300783,0.990447,3969,252,27.377944,153,0.616544,0.182308,0.097777,1.692034,0.016629,0.015932,0.016237,0.017033,0.153696,0.048638,0.012322,0.027237,0.037613,0.003891,0.02594,0.053826,0.014916,0.000649,0.001297,0.000649,0.042802,0.000649,0.044747,0.070687,0.035019,0.015564,0.001946,0.001946,0.00454,0,0.003243,0.001297,0.025292,0.00454,0.003891,0.001297,0.05642,0.003243,0.101816,0.075227,0.011673,0.002594,0.000649,0.000649,0.003243,0,0.001297,0.002594,0.001297,0,0,0,0.001946,0,0.001297,0.001297,0.031128,0.00454,0.001946,0.001297,0.005188,0,0.001946,0.002594,0.04345,0.001946,0.002594,Donald_Rumsfeld
0.000649,113.120213,0.938818,926.437189,0.185943,284.347681,3592.628542,7.705001,11.094582,0.000307,4.279514,-0.359358,0.995924,3969,252,30.739749,144,2.330359,0.216517,0.106428,1.677957,0.015082,0.015031,0.015616,0.015663,0.135581,0.054519,0.006456,0.018651,0.031564,0.003587,0.030129,0.079627,0.01363,0.002152,0,0.002869,0.031564,0.003587,0.044476,0.115495,0.03802,0.017934,0.001435,0.002869,0.003587,0,0.002152,0.003587,0.036585,0.005022,0.001435,0.000717,0.074605,0.003587,0.06241,0.059541,0.009326,0,0.000717,0.000717,0.002152,0,0.000717,0.000717,0.001435,0,0,0,0.002152,0,0,0.002152,0.017217,0.004304,0.001435,0.002152,0.004304,0,0.002152,0.000717,0.055954,0.000717,0.003587,Donald_Rumsfeld
0.000407,203.813735,0.901214,1034.108077,0.13452,258.175992,3932.618573,7.90156,11.626709,0.000216,4.706954,-0.331657,0.994825,3969,252,32.551438,131,0.472396,0.252457,0.103558,1.788707,0.010192,0.000013,0.010478,0.009644,0.151248,0.022761,0.009545,0.031571,0.03304,0.002937,0.035977,0.063877,0.011013,0.000734,0.000734,0.001468,0.030837,0.001468,0.04699,0.076358,0.033774,0.009545,0.002203,0.000734,0.005874,0,0.001468,0.005874,0.030837,0.002203,0.002203,0.003671,0.069016,0,0.100587,0.068282,0.01909,0.002203,0,0.001468,0.002203,0,0.002203,0,0.001468,0,0,0,0.002937,0,0.001468,0,0.04699,0.006608,0.000734,0.001468,0.00514,0,0.000734,0.000734,0.043319,0.002937,0.001468,Donald_Rumsfeld
0.000529,201.029896,0.938821,1647.028381,0.147444,300.573487,6387.083628,7.719724,11.346966,0.000245,4.6487,-0.32852,0.993982,3969,252,41.152557,160,4.498311,0.274502,0.103923,1.578026,0.016194,0.015425,0.01748,0.018563,0.189189,0.057706,0.018992,0.040175,0.037253,0.002922,0.024105,0.073046,0.021914,0.002922,0,0.001461,0.03141,0.005113,0.036523,0.076698,0.03141,0.007305,0.005113,0.005113,0.005113,0.001461,0.003652,0.005844,0.026297,0.007305,0.002191,0.007305,0.048941,0.004383,0.050402,0.042367,0.01607,0.002922,0.00073,0.002191,0.002191,0.00073,0.00073,0.002922,0.001461,0,0,0,0.001461,0,0,0.004383,0.028488,0.002922,0.002191,0.002922,0.002922,0.00073,0.002191,0,0.042367,0.002922,0.002922,Donald_Rumsfeld
0.000304,354.425725,0.933135,2653.546552,0.119477,306.680811,10259.760484,8.408989,11.978879,0.00018,4.977864,-0.396373,0.998602,3969,252,51.812928,160,0.334291,0.338778,0.108566,1.668498,0.013762,0.014532,0.015833,0.015438,0.107969,0.046272,0.008355,0.035347,0.040488,0.000643,0.037918,0.082262,0.007069,0,0.000643,0.001285,0.020566,0.001285,0.069409,0.127892,0.034062,0.011568,0.001928,0.002571,0.001928,0,0.001928,0.000643,0.025707,0.001928,0.001285,0.001928,0.047558,0.003213,0.114396,0.084833,0.007712,0.002571,0.000643,0.001285,0.001285,0,0,0,0.000643,0,0,0,0.001928,0,0.001285,0,0.017352,0.003856,0,0.002571,0.001928,0.000643,0.001285,0.003856,0.025064,0.002571,0.000643,Donald_Rumsfeld
0.000523,146.594865,0.886408,645.809541,0.142568,222.922565,2436.643298,7.554959,11.307415,0.000318,4.515397,-0.293425,0.989147,3969,252,25.550904,114,-0.14283,0.229689,0.100098,1.773226,0.00025,0.000059,0,0,0.168973,0.049527,0.014567,0.026948,0.038602,0.010197,0.031318,0.072105,0.015295,0.00437,0.000728,0.002913,0.028405,0.008012,0.038602,0.088857,0.040787,0.005827,0.002185,0.003642,0.00437,0.000728,0.005098,0.003642,0.025492,0.000728,0.001457,0.002913,0.05681,0.00437,0.053168,0.064093,0.015295,0.002913,0.001457,0.001457,0.002913,0,0.002185,0.000728,0.000728,0,0,0,0.000728,0.000728,0.002913,0.002185,0.029862,0.00437,0.001457,0.002185,0.00437,0,0.001457,0.000728,0.042243,0.002913,0.001457,Donald_Rumsfeld
0.000316,160.966781,0.959612,1992.96666,0.130093,209.293034,7810.89986,8.363951,11.927612,0.000226,4.646682,-0.390449,0.998403,3969,252,44.687769,106,-0.728069,0.426253,0.096755,1.627821,0.000042,0.000424,0.002704,0.002072,0.101368,0.050684,0.010459,0.028158,0.032985,0.002414,0.046661,0.049879,0.008045,0.001609,0.000805,0,0.03218,0.001609,0.03218,0.076428,0.062751,0.021722,0.003218,0.002414,0,0,0.001609,0.003218,0.043443,0.004023,0,0.005632,0.074014,0,0.135961,0.053902,0.004827,0.000805,0.001609,0.001609,0.003218,0,0.000805,0.002414,0,0,0,0,0.000805,0,0.000805,0.002414,0.028962,0.003218,0.000805,0,0.003218,0,0.000805,0.000805,0.054706,0,0.000805,Donald_Rumsfeld
0.000361,233.91258,0.937708,1879.474028,0.138569,262.019851,7283.98353,8.191435,11.79339,0.000215,4.769706,-0.37665,0.997832,3954,263.313708,43.615281,136,0.732706,0.333931,0.107909,1.70065,0.008573,0,0.011378,0.006982,0.140063,0.037224,0.013249,0.027129,0.030915,0.001893,0.031546,0.058675,0.014511,0.001262,0,0.001262,0.044164,0.001893,0.039748,0.081388,0.053628,0.01388,0.003785,0.000631,0.001262,0,0.003155,0.001893,0.036593,0.003785,0.001262,0.003155,0.075079,0.003785,0.093375,0.058675,0.008202,0.003785,0.000631,0.001893,0,0,0.003785,0.001262,0.000631,0,0,0,0.000631,0,0.001262,0.002524,0.034069,0.006309,0.000631,0.001893,0.000631,0,0.001893,0.002524,0.04164,0.005047,0.001893,Donald_Rumsfeld
0.000425,172.850189,0.937283,1380.17759,0.157327,267.943523,5347.860172,8.043312,11.610358,0.000256,4.595697,-0.365176,0.997091,3969,252,37.422822,134,-0.512308,0.279328,0.106602,1.677585,0.010799,0,0.0112,0.008222,0.12034,0.022891,0.01308,0.036625,0.030739,0.00327,0.028123,0.05036,0.015043,0.000654,0,0.000654,0.037279,0.00327,0.039241,0.054938,0.05363,0.00327,0.001308,0.001308,0.001962,0,0.003924,0.001962,0.037279,0.004578,0.001962,0.002616,0.069326,0.003924,0.154349,0.056246,0.015697,0.002616,0,0.001308,0.005232,0.000654,0.000654,0,0.000654,0,0,0.000654,0.001308,0,0.000654,0,0.052976,0.003924,0,0.000654,0.003924,0,0.001308,0.001308,0.046436,0.005232,0.000654,Donald_Rumsfeld
0.001522,119.02313,0.959375,1477.613895,0.249183,367.688,5791.432448,7.361763,10.34355,0.000418,4.021705,-0.390539,0.996486,3969,252,39.543221,197,5.259525,0.215964,0.131397,1.230092,0.018221,0.018059,0.019626,0.020082,0.145255,0.037226,0.014599,0.045255,0.043796,0.00292,0.026277,0.075912,0.013139,0.00292,0,0.00292,0.023358,0.00365,0.034307,0.091971,0.053285,0.007299,0.00365,0.00438,0.00292,0,0.00292,0.00292,0.033577,0.00365,0.00073,0.005109,0.080292,0.005109,0.065693,0.067153,0.010219,0.00292,0,0.00219,0.00219,0,0.00146,0.00219,0.00073,0,0,0,0.00073,0,0,0.00219,0.032117,0.00438,0.00073,0,0.00292,0,0.00073,0.00219,0.019708,0.006569,0.00365,Donald_Rumsfeld
0.000371,215.693808,0.910846,1211.114893,0.121603,277.29777,4628.765764,7.990205,11.730989,0.000212,4.783617,-0.340244,0.995651,3968,252.828427,35.016952,139,0.5763,0.252488,0.099926,1.800782,0.012757,0.012518,0.013099,0.013598,0.087174,0.04553,0.009994,0.024986,0.021655,0.002776,0.019434,0.072182,0.005552,0.001666,0.000555,0.002776,0.028873,0.000555,0.071072,0.140478,0.043865,0.013326,0.000555,0.006108,0.00111,0,0.000555,0.001666,0.025541,0.003331,0.001666,0.002221,0.062743,0.002776,0.129373,0.072737,0.007218,0,0,0.00111,0,0.000555,0.000555,0,0.000555,0,0,0,0,0,0.002221,0.00111,0.038867,0.001666,0.002221,0.00111,0.000555,0,0.002221,0.002221,0.032204,0.000555,0.002221,Donald_Rumsfeld
0.000445,195.171913,0.908189,1064.507714,0.136884,256.116716,4062.858943,7.828708,11.526306,0.000202,4.687013,-0.3276,0.99421,3969,252,32.845656,132,0.462126,0.256195,0.103211,1.815748,0.000461,0.010843,0.006679,0.000043,0.112676,0.046095,0.014725,0.03201,0.025608,0.003841,0.029449,0.047375,0.010883,0.002561,0.002561,0.001921,0.019206,0.003841,0.071703,0.085147,0.048015,0.017926,0.002561,0.005762,0.003841,0,0.003201,0.003841,0.023688,0.005122,0.00128,0.003841,0.052497,0.003201,0.137644,0.088988,0.012804,0.002561,0,0.00064,0.002561,0.00064,0.00064,0.00064,0,0.00064,0,0,0.00128,0,0,0.001921,0.03137,0.005762,0,0.001921,0,0,0,0.002561,0.019846,0.00128,0.001921,Donald_Rumsfeld
0.000329,316.09867,0.930162,2263.663951,0.124334,267.446347,8738.557132,8.38502,12.011787,0.000176,5.021642,-0.386861,0.99837,3969,252,47.649984,137,-0.765096,0.356008,0.104149,1.732569,0.009871,0.011973,0.012237,0.010437,0.115074,0.032974,0.010094,0.038358,0.033647,0.002019,0.022207,0.065276,0.007402,0.000673,0.000673,0.000673,0.024226,0.001346,0.032974,0.053163,0.067968,0.016151,0.003365,0.003365,0.005384,0.000673,0.002692,0.002019,0.027591,0.002019,0.002692,0.001346,0.076043,0.004038,0.179004,0.054509,0.012113,0.002692,0.000673,0.002692,0.002019,0.000673,0.002019,0.001346,0.000673,0,0,0,0.001346,0,0.001346,0.000673,0.044415,0.004038,0.000673,0.002019,0.002692,0,0.000673,0.000673,0.024226,0.001346,0.001346,Donald_Rumsfeld
0.000334,198.159001,0.949339,1955.690675,0.137252,186.525181,7624.603699,8.268224,11.865057,0.000238,4.698501,-0.380553,0.998034,3969,252,44.182297,98,-1.108954,0.471241,0.102251,1.574378,0.000333,0,0.000035,0.001248,0.10475,0.032887,0.01218,0.021315,0.033496,0.00609,0.023752,0.059683,0.008526,0.002436,0.000609,0.000609,0.027406,0.003654,0.057247,0.074909,0.045067,0.014616,0.003045,0.004263,0.003045,0,0.001827,0.000609,0.037759,0.003045,0,0.004263,0.080999,0.003654,0.153471,0.070646,0.006699,0.003045,0.000609,0.001218,0.003045,0,0.000609,0,0,0,0,0,0.003654,0,0.001218,0.001827,0.038977,0.004872,0.001827,0.002436,0.001218,0,0.001827,0.001218,0.027406,0,0.002436,Donald_Rumsfeld
0.000446,293.014798,0.890421,1338.84143,0.15685,211.668613,5062.350922,7.94554,11.60501,0.00023,4.801494,-0.348737,0.996123,3969,252,36.820772,108,-0.642575,0.348421,0.107597,1.656598,0.005803,0.003514,0.007099,0,0.164843,0.055434,0.022611,0.055434,0.052516,0.006565,0.038658,0.082422,0.016047,0.003647,0.001459,0.002918,0.025529,0.002188,0.051058,0.061269,0.034282,0.005835,0.000729,0.004376,0.003647,0,0.002188,0.008753,0.021882,0.004376,0.000729,0.003647,0.027717,0.001459,0.074398,0.073669,0.0124,0.002188,0,0.000729,0,0,0,0.001459,0.000729,0,0,0.000729,0.001459,0.001459,0.002918,0.000729,0.016047,0.004376,0.000729,0.002188,0.003647,0.000729,0.002188,0.002188,0.028446,0.002188,0.002188,Donald_Rumsfeld
0.000392,274.956453,0.946691,2583.772897,0.130675,247.499595,10060.135135,8.357511,11.858388,0.000183,4.863958,-0.404224,0.998741,3969,252,51.31546,109,-0.754525,0.413988,0.106734,1.570009,0.006935,0,0.008615,0.004183,0.164714,0.031702,0.013094,0.020675,0.047553,0.007581,0.020675,0.04204,0.019986,0.002068,0.001378,0.001378,0.037216,0.002068,0.037905,0.064783,0.048243,0.011716,0.002757,0.002757,0.003446,0,0,0.003446,0.04204,0.006203,0.002068,0.003446,0.065472,0.004135,0.086147,0.051688,0.024121,0.002757,0.000689,0.001378,0.005513,0.000689,0.002068,0.000689,0.000689,0,0,0,0.002757,0.000689,0.002068,0.003446,0.033081,0.004135,0.000689,0.000689,0.009649,0.001378,0.000689,0.000689,0.046864,0.003446,0.002757,Donald_Rumsfeld
